Cell line name	Analysis Set Name	COSMIC ID	Sanger_ID	Matched status	GDSC description_1	GDSC description_2	Study Abbreviation	Comment	MMR	Analysis Set	Exome	SNP6	expression	methylation	IC50s	RNA-seq	Comment - genetics
OVK-18	OVK-18	1480371	CGP_CCL5306221	Unmatched	urogenital_system	ovary	OV		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
OVKATE	OVKATE	1240199	1710STDY5035308	Unmatched	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
OVMIU	OVMIU	1240200	1710STDY5035307	Unmatched	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
OVTOKO	OVTOKO	1298365	CGP_CCL5391643	Unmatched	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
PA-1	PA-1	909255	1710STDY5035303	Unmatched	urogenital_system	ovary		ovary teratocarcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
PEO1	PEO1	1480372	CGP_CCL5306288	Unmatched	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
RKN	RKN	1298539	CGP_CCL5306156	Unmatched	urogenital_system	ovary		myoma ovarii	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
RMG-I	RMG-I	909699	1710STDY5035304	Unmatched	urogenital_system	ovary		ovary clear cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
SK-OV-3	SK-OV-3	905959	1710STDY5035305	Unmatched	urogenital_system	ovary	OV		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
SW626	SW626	909753	1710STDY5035306	Unmatched	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
TOV-112D	TOV-112D	1299070	CGP_CCL5228721	Unmatched	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
TOV-21G	TOV-21G	1240222	CGP_CCL5306187	Unmatched	urogenital_system	ovary	OV		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
TYK-nu	TYK-nu	909774	CGP_CCL5369297	Unmatched	urogenital_system	ovary	UNABLE TO CLASSIFY		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
UWB1.289	UWB1.289	1480374	CGP_CCL5306297	Unmatched	urogenital_system	ovary	OV		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
22RV1	22RV1	924100	CGP_CCL5391666	Unmatched	urogenital_system	prostate	PRAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	in-process (CCLE)	
BPH-1	BPH-1	924105	CGP_CCL5055299	Unmatched	urogenital_system	prostate		immortalised prostate epithelial cells	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
DU-145	DU-145	905935	CGP_CCL5055302	Unmatched	urogenital_system	prostate	PRAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	in-process (CCLE)	
LNCaP-Clone-FGC	LNCaP-Clone-FGC	907788	CGP_CCL5228737	Unmatched	urogenital_system	prostate	PRAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H660	NCI-H660	1330975	CGP_CCL5369326	Unmatched	urogenital_system	prostate		prostate small cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	No	Yes	
PC-3	PC-3	905934	1710STDY5034637	Unmatched	urogenital_system	prostate	PRAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
PWR-1E	PWR-1E	1330993	CGP_CCL5369307	Unmatched	urogenital_system	prostate	PRAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
VCaP	VCaP	1299075	CGP_CCL5055301	Unmatched	urogenital_system	prostate	PRAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	in-process (CCLE)	
NCCIT	NCCIT	908441	CGP_CCL5055354	Unmatched	urogenital_system	testis			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		Continued High CV
NEC8	NEC8	910942	CGP_CCL5306277	Unmatched	urogenital_system	testis			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
NTERA-2-cl-D1	NTERA-2 cl.D1	908454	CGP_CCL5055353	Unmatched	urogenital_system	testis			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
JAR	JAR	907175	CGP_CCL5055193	Unmatched	urogenital_system	urogenital_system_other		placental choriocarcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
JEG-3	JEG-3	907176	CGP_CCL5306160	Unmatched	urogenital_system	urogenital_system_other		placental choriocarcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
SW954	SW954	924247	CGP_CCL5055369	Unmatched	urogenital_system	urogenital_system_other		vulval squamous cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
SW962	SW962	909758	CGP_CCL5055370	Unmatched	urogenital_system	urogenital_system_other		vulval squamous cell carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
Ishikawa(Heraklio)02ER-	Ishikawa(Heraklio)02ER-	1240156	CGP_CCL5055275	Unmatched	urogenital_system	uterus		endometrial adenocarcinoma	MSI-S	No	Yes	Yes	Yes	No	Yes	Yes	No published STR, Does not match fingerprint of Ishikawa, no overlapping variants with CCLE's versin of line
MES-SA	MES-SA	908127	CGP_CCL5055284	Unmatched	urogenital_system	uterus		uterus sarcoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Yes	
SKN	SKN	1240215	CGP_CCL5306203	Unmatched	urogenital_system	uterus		leiomyoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes		
JHU-028	JHU-028	1298154	CGP_CCL5468633	Unmatched	aero_dig_tract	head and neck	HNSC			No	Yes	Yes	Yes	No	Yes		Not commercially available
JHU-029	JHU-029	1298156	CGP_CCL5468653	Unmatched	aero_dig_tract	head and neck	HNSC			Yes	Yes	Yes	Yes	No	Yes		Not commercially available
UPCI-SCC-090	SCC90	1299052	CGP_CCL5468630	Unmatched	aero_dig_tract	head and neck	HNSC			Yes	Yes	Yes	Yes	No	Yes		
MOLM-16	MOLM-16	1330948	CGP_CCL5468637	Unmatched	leukemia	acute_myeloid_leukaemia	LAML			Yes	Yes	Yes	Yes	No	Yes	Yes	
OCI-LY7	OCI-LY7	1659819	CGP_CCL5468629	Unmatched	lymphoma	B_cell_lymphoma	DLBC			Yes	Yes	Yes	Yes	No	Yes		
KMS-11	KMS-11	1659817	CGP_CCL5468636	Unmatched	myeloma	myeloma	MM			Yes	Yes	Yes	Yes	No	Yes	in-process (CCLE)	
CHSA0011	CHSA0011	1290767	CGP_CCL5391651	Unmatched	bone	chondrosarcoma				Yes	Yes	Yes	Yes	No	Yes		Not commercially available
CHSA0108	CHSA0108	1290768	CGP_CCL5468656	Unmatched	bone	chondrosarcoma				Yes	Yes	Yes	Yes	No	Yes		Not commercially available
JIMT-1	JIMT-1	1298157	CGP_CCL5468667	Unmatched	breast	breast	BRCA			Yes	Yes	Yes	Yes	No	Yes	Yes	
CL-34	CL-34	1290771	CGP_CCL5468642	Unmatched	large_intestine	large_intestine	COREAD			Yes	Yes	Yes	Yes	No	Yes	Yes	Too mycoplasma contaminated
TMK-1	TMK-1	1299069	CGP_CCL5468655	Unmatched	digestive_system	stomach	STAD			Yes	Yes	Yes	No	No	Yes		Not commercially available
VMRC-LCD	VMRC-LCD	713869	CGP_CCL5306257	Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD			Yes	Yes	Yes	Yes	No	Yes		
DMS-79	DMS-79	753551	CGP_CCL5306313	Unmatched	lung_SCLC	lung_small_cell_carcinoma	SCLC			Yes	Yes	Yes	Yes	Yes	Yes	in-process (CCLE)	
TASK1	TASK1	1299067	CGP_CCL5369309	Unmatched	nervous_system	nervous_system_other		Primitive neuroectodermal tumor (Askin's tumor) & Putative Ewing's sarcoma identified through transcriptional/genomic/drug response profile matching		No	Yes	Yes	Yes	No	Yes		
KP-2	KP-2	1298218	CGP_CCL5468640	Unmatched	pancreas	pancreas	PAAD			Yes	Yes	No	Yes	No	Yes	Yes	
K2	K2	1298160	CGP_CCL5468650	Unmatched	skin	melanoma	SKCM			Yes	Yes	Yes	Yes	No	Yes		Not commercially available
M120327_3	M120327_3	1754025	CGP_CCL5468646	Unmatched	skin	melanoma	SKCM			No	Yes	Yes	No	No	No		short term culture
STS-0421	STS-0421	1299061	CGP_CCL5468651	Unmatched	soft_tissue	soft_tissue_other				Yes	Yes	Yes	Yes	No	Yes		Not commercially available
SW403		910908	CGP_CCL5617012	Unmatched	large_intestine	large_intestine				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		New version unique by SNP, no STR: previously Matches SW620. SW620 in Analysis set
MCAS		1240171	CGP_CCL5616962	Unmatched	urogenital_system	ovary				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		New version unique by SNP no STR: previously Matches KM-H2.KM-H2 in Analysis set
UDSCC2		1299073	CGP_CCL5617010	Unmatched	aero_dig_tract	head and neck				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
KYSE-30		1298221	CGP_CCL5617000	Unmatched	aero_dig_tract	oesophagus				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
MC-1010		907798	CGP_CCL5617026	Unmatched	leukemia	acute_myeloid_leukaemia				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
CRO-AP3		1297440	CGP_CCL5617019	Unmatched	lymphoma	B_cell_lymphoma				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
BL-70		910707	CGP_CCL5617021	Unmatched	lymphoma	Burkitt_lymphoma				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
Geo			CGP_CCL5617022							TO BE ADDED	requested - 11032014	requested - 11032014					Unique by SNP, no STR
LIM1215			CGP_CCL5617006		large_intestine	large_intestine				TO BE ADDED	requested - 11032014	requested - 11032014					Unique by SNP, no STR
Sarc9371		1303910	CGP_CCL5617007	Unmatched	bone	bone_other				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
OUMS-23		1298363	CGP_CCL5617009	Unmatched	large_intestine	large_intestine				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
HUH-6-clone5		907070	CGP_CCL5617016	Unmatched	digestive_system	liver				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
NCI-H820		1333019	CGP_CCL5617020	Unmatched	lung_NSCLC	lung_NSCLC_papillary				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
MCC13		1333003	CGP_CCL5617001	Unmatched	skin	Merkel_cell_carcinoma				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
MCC26		1298234	CGP_CCL5616998	Unmatched	skin	Merkel_cell_carcinoma				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
Set2		1659820	CGP_CCL5617033	Unmatched	leukemia	leukemia				TO BE ADDED	requested - 11032014	requested - 11032014	No	No	Yes		Unique by SNP, no STR
HCE-T	HCE-T	907049	CGP_CCL5055371	Unmatched	aero_dig_tract	head and neck			MSI-S	Exclude	Yes	Yes	Yes	Yes	No		Normal cells - SV40-transformed human corneal epithelial cell line 
PCI-4A		1298530		Unmatched	aero_dig_tract	head and neck				Exclude	No	No	No	No	No		Not Human. Monkey (as per Jim Rocco)
ACC8-2		1295738		Unmatched	aero_dig_tract	head and neck				Exclude	No	No	No	No	No		Not Human. Mouse origin
ACC3		1290720		Unmatched	aero_dig_tract	head and neck				Exclude	No	No	No	No	No		Matches Hela. HeLa in Analysis set
ACCS		1290721		Unmatched	aero_dig_tract	head and neck				Exclude	No	No	No	No	No		Matches T-24. T-24 in Analysis set
JHU-012		NA		Unmatched	aero_dig_tract	head and neck				Exclude	No	No	No	No	No		Matches JHU-022. JHU-022 in Analysis set
JHU-013		1298152		Unmatched	aero_dig_tract	head and neck				Exclude	No	No	No	No	Yes		Matches FADU. FADU in Analysis set
JHU-019		1298153		Unmatched	aero_dig_tract	head and neck				Exclude	No	No	No	No	Yes		Matches PC-3. PC-3 in Analysis set
JHU-028EP		1298155		Unmatched	aero_dig_tract	head and neck				Exclude	No	No	No	No	No		Matches JHU-028. JHU-028 (Guess parental line) in Analysis set
PCI-15B		1298528		Unmatched	aero_dig_tract	head and neck				Exclude	No	No	No	No	No		Matches AGS. AGS in Analysis set
SACC-83		1299049		Unmatched	aero_dig_tract	head and neck				Exclude	Yes	Yes	Yes	Yes	No		Contaminated line!
HCE-7		998179		Unmatched	aero_dig_tract	oesophagus				Exclude	Yes	Yes	Yes	Yes	No		Contaminated by HCE-4
TE7		1299068		Unmatched	aero_dig_tract	oesophagus				Exclude	No	No	No	No	No		Matches TE-12. TE-12 in Analysis set
T-Tn		1299065		Unmatched	aero_dig_tract	oesophagus				Exclude	No	No	No	No	No		Derived from T-T. Established from T.T transplanted in nude mouse. T-T in Analysis set
HL-60-MX2		999828		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	No	No	No		HL-60/MX2 is a mitoxantrone resistant derivative of the HL-60 cell line. HL-60 in Analysis set
HL60RG		1322216		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	No	No	No		Derived from HL-60. HL-60 in Analysis set
HL60-S		1303914		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	No	No	No		Derived from HL-60. HL-60 in Analysis set
Eos-HL-60		1297448		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No		No	No	No		Matches HL-60 - ECACC: Eos-HL-60 is a variant of the promyelocytic cell line HL60 (ECACC catalogue no. 85011431) established by sub-cloning in methylcellulose. HL-60 in Analysis set
BDCM		1295744		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	No	No	No		Matches CCRF-CEM. CCRF-CEM in Analysis set
HEL-92-1-7		907054		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	No	No	No		Matches HEL. HEL in Analysis set
HL-60-MX1		1303915		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	No	No	No		Derived from HL-60 -is a mitoxantrone resistant derivative. HL-60 in Analysis set
K052		907284		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	Yes	Yes	Yes		Same as KO52. K052 chosen as used in original paper: 1993 Nov 1;82(9):2829-36 pubmed:7693050. KO52 in Analysis set
KG-1a		NA		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	No	No	No		Derivative of KG-1. KG-1 in Analysis set
MONO-MAC-1		1330955		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	Yes	Yes	No		Matches MONO-MAC-6. Established from the peripheral blood of a 64-year-old man with acute monocytic leukemia (AML FAB M5) at relapse in 1985 following myeloid metaplasia; simultaneous sister cell line of MONO-MAC-6 (DSM ACC 124); cells are described to be less differentiated than MONO-MAC-6 and to support productive infection with HIV-1; see also website "www.monocytes.de". MONO-MAC-6 in Analysis set
NOMO-1/ADM		NA		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	No	No	No		Derived from NOMO-1. NOMO-1 in Analysis set
CCRF-SB		910778		Unmatched	leukemia	B_cell_leukemia				Exclude	No	No	No	No	No		Common ancestry CTV-1. CTV-1 in Analysis set
MEC-1		1330943		Unmatched	leukemia	B_cell_leukemia				Exclude	No	No	Yes	Yes	Yes		Normal cells. MEC1 and MEC2, that grew spontaneously on two subsequent occasions from the peripheral blood (PB) of a patient with B-chronic lymphocytic leukemia (B-CLL).
MEC-2		1330944		Unmatched	leukemia	B_cell_leukemia				Exclude	No	No	Yes	Yes	No		Normal cells. MEC1 and MEC2, that grew spontaneously on two subsequent occasions from the peripheral blood (PB) of a patient with B-chronic lymphocytic leukemia (B-CLL).
NALM-19		1330962		Unmatched	leukemia	B_cell_leukemia				Exclude	No	No	No	No	No		Matches SW620. SW620 in Analysis set
TANOUE		1331042		Unmatched	leukemia	B_cell_leukemia				Exclude	No	No	No	No	No		Parent line of GR-ST. RIKEN: "RCB1181 ST cells transformed with human G-CSF receptor cDNA. Responds to G-CSF. " Where RCB1181 states: "A subclone of RCB1180 Tanoue".  GR-ST and Tanoue synonymous, GR-ST in Analysis set.
CI-1		1297433		Unmatched	lymphoma	B_cell_lymphoma				Exclude	No	No	No	No	No		Matches SW620. SW620 in Analysis set
CRO-AP5		906806		Unmatched	lymphoma	B_cell_lymphoma				Exclude	No	No	No	No	No		Matches BC-1. BC-1 in Analysis set
Pfeiffer		1330990		Unmatched	lymphoma	B_cell_lymphoma				Exclude	No	No	No	No	No		Matches CCRF-CEM. CCRF-CEM in Analysis set
REC-1		1330997		Unmatched	lymphoma	B_cell_lymphoma				Exclude	No	No	No	No	No		Matches SW620. SW620 in Analysis set
NC-37		1330963		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	No	No	No		ATCC DNA fingerprinting has shown this line to be a derivative of Raji. RAJI in Analysis set
EB-1		906845		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	No	No	No		Common ancestry EB2. EB2 in Analysis set
HS-Sultan		1322225		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	No	No	No		Derivative of Jiyoye, JiyoyeP-2003. JiyoyeP-2003 in Analysis set
2B8		1287383		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	No	No	No		Matches JiyoyeP-2008 - The 2B8 cell line (ATCC CRL-12569) is a HAT sensitive fusion cell line derived from the P3HR-1 Burkitt's lymphoma cell line (ATCC HTB-62). The P3HR-1 line is a clonally derived subline of Jiyoye (ATCC CCL-87). JiyoyeP-2008 in Analysis set
GA-10-Clone-20		906866		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	No	No	No		Matches YMB-1 by STR. YMB-1 in Analysis set
GA-10-Clone-4		906867		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	Yes	Yes	No		Matches GA-10. GA-10 in Analysis set
NAMALWA-CSN-70		1333016		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	No	No	No		Subclone of  NAMALWA (DSM ACC 24) was described to be characterized by differential expression of immunoglobulin and MYC genes and of certain cell surface antigens. NAMALWA in Analysis set
NAMALWA-IPN-45		1333017		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	No	No	No		Subclone of  NAMALWA (DSM ACC 24) was described to be characterized by differential expression of immunoglobulin and MYC genes and of certain cell surface antigens. NAMALWA in Analysis set
NAMALWA-KN2		1333018		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	No	No	No		Subclone of  NAMALWA (DSM ACC 24) was described to be characterized by differential expression of immunoglobulin and MYC genes and of certain cell surface antigens. NAMALWA in Analysis set
NAMALWA-PNT		1331051		Unmatched	lymphoma	Burkitt_lymphoma				Exclude	No	No	No	No	No		Subclone of  NAMALWA (DSM ACC 24) was described to be characterized by differential expression of immunoglobulin and MYC genes and of certain cell surface antigens. NAMALWA in Analysis set
JURL-MK2		1327772		Unmatched	leukemia	chronic_myeloid_leukaemia				Exclude	No	No	No	No	No		DSMZ: JURL-MK1 and JURL-MK2 are sister cell lines derived from the same patient . JURL-MK1 in Analysis set
LAMA-87		1330936		Unmatched	leukemia	chronic_myeloid_leukaemia				Exclude	No	No	No	No	No		DSMZ: the parental cell line LAMA-84 (DSM ACC 168) has been established from the peripheral blood of a 29-year-old woman with chronic myeloid leukemia (CML) in blast crisis; subclone LAMA-87 was obtained after subcutaneous transplantation of LAMA-84 cells into estrone-treated nude mice; cells are described to carry t(9;22) leading to BCR-ABL1 e14-a2 (b3-a2) fusion gene. LAMA-84 in Analysis set
K562/ADM		NA		Unmatched	leukemia	chronic_myeloid_leukaemia				Exclude	No	No	No	No	No		Probable derivate of K-562. K-562 in Analysis set
KU812E		NA		Unmatched	leukemia	chronic_myeloid_leukaemia				Exclude	No	No	No	No	No		Assumed derivative of KU812. KU812 in Analysis set
KU812F		NA		Unmatched	leukemia	chronic_myeloid_leukaemia				Exclude	No	No	No	No	No		Assumed derivative of KU812. KU812 in Analysis set
MUTZ-1		908155		Unmatched	leukemia	haematopoietic_neoplasm other				Exclude	No	No	No	No	No		MUTZ-1 discontinued by DSMZ as felt to be contaminated by NAMALWA (DNA fingerprinting and cytogenetic analysis showed cross-contamination with cell line NAMALWA). Genomic data for MUTZ-1 reassigned to NAMALWA
Mo		1330945		Unmatched	leukemia	hairy_cell_leukaemia				Exclude	No	No	Yes	No	No		Matches Mo-T. Mo-T in Analysis set
MY		1330959		Unmatched	leukemia	leukemia				Exclude	No	No	No	No	No		Parental line of MY-M12. MY-M12 Analysis set
MY-M13		1330961		Unmatched	leukemia	leukemia				Exclude	No	No	No	No	No		Matches MY-M12. MY-M12 Analysis set
CEMC1		911848		Unmatched	leukemia	lymphoblastic_leukemia				Exclude	No	No	No	No	No		Matches CCRF-CEM - camptothecin (CPT) resistant derivative of the human T cell leukemia cell line CCRF-CEM (see ATCC CCL-119). CCRF-CEM in Analysis set
CEMC2		906822		Unmatched	leukemia	lymphoblastic_leukemia				Exclude	No	No	No	No	No		Matches CCRF-CEM - camptothecin (CPT) resistant derivative of the human T cell leukemia cell line CCRF-CEM (see ATCC CCL-119). CCRF-CEM in Analysis set
AGR-ON		1295739		Unmatched	leukemia	lymphoblastic_leukemia				Exclude	No	No	No	No	No		Matches CCRF-CEM - Derived from CCRF-CEM, http://www.google.com/patents/US4675291?printsec=description#v=onepage&q&f=false. CCRF-CEM in Analysis set
CCRF-HSB-2		1297431		Unmatched	leukemia	lymphoblastic_leukemia				Exclude	No	No	No	No	No		Matches CTV-1. CTV-1 in Analysis set
MOLT-3		1330953		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	No	No	No		Matches MOLT-4 - ATCC: MOLT-3 was derived from the same patient as the MOLT-4 cell line (ATCC CRL-1582). MOLT-4 in Analysis set
MOLT-4F		1330954		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	No	No	No		Matches MOLT-4 - ATCC: MOLT-4F was derived from the same patient as the MOLT-4 cell line (ATCC CRL-1582). MOLT-4 in Analysis set
I-2-1		1327760		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	No	No	No		Matches JURJAT - ATCC: The I 2.1 cell line is a FADD mutant of the wild-type Jurkat cell line A3 (see ATCC -CRL-2570). Jurkat in Analysis set
J-RT3-T3-5		907391		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	Yes	Yes	Yes	Yes	Yes		Matches Jurkat - ATCC: This is a mutant line derived from the E6-1 clone of Jurkat (ATCC TIB 152) that lacks the beta chain of the T cell antigen receptor. The cells do not express either CD3 or the T cell receptor alpha/beta heterodimer on the surface. JURKAT in Analysis set
D1-1		910914		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	No	No	No		Common ancestry JURKAT. JURKAT in analysis set
J45-01		907294		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	No	No	No		Common ancestry JURKAT. JURKAT in analysis set
A3		1295737		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	No	No	No		Matches JURKAT - The A3 subclone was derived from a Jurkat cell line obtained from the laboratory of Gerald Crabtree at Stanford University. The Jurkat cells were treated with Fas Antibody and isolated by limiting dilution to obtain a cell line that had a low spontaneous rate of resistance to Fas-medicated apoptosis. [51530]. JURKAT in Analysiss set
J-gamma1		1327763		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	No	No	No		Matches JURKAT. Wild-type Jurkat cells were mutagenized with the frameshifting mutagen ICR-191 and clones were isolated that failed to increase calcium in response to pervanadate. The selection procedure was repeated on the P98 clone to establish the J.gamma1 cell line. [51314]
J-gamma1-WT		1327764		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	No	No	No		Matches JURKAT. J.gamma1.WT cell line derived from J.gamma1 cell line by stable transfection with pcaPLC-gamma1. JUKAT in Analysis set
Jurkat-Clone-E6-1		1327770		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	No	No	No		Derived from JURKAT. JURKAT in Analysis set
H33HJ-JA1		907297		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		Common ancestry JURKAT. JURKAT in analysis set
U-937		998206		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	Yes	No		Common ancestry TUR. TUR in Analysis set
WIL2-NS-6TG		1333027		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		Derived from WIL2-NS. WIL2-NS in Analysis set
HCC1187-BL		911798		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		MPv7 matched normal
HCC1599-BL		911800		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		MPv7 matched normal
HCC1954-BL		911802		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		MPv7 matched normal
HCC2157-BL		911803		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		MPv7 matched normal
HCC2218-BL		911804		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		MPv7 matched normal
HuT-78		1327758		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		HuT-78 is the parental lline of H9. H9 in Analysis set
NCI-BL1607		NA		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		Normal cells
NK-92		1330980		Unmatched	lymphoma	lymphoid_neoplasm other				Exclude	No	No	No	No	No		Parental line of MK-92MI. MK-92MI in Analysis set
UE6E7T-2		1331059		Unmatched	blood	mesenchymal_stem_cells				Exclude	No	No	No	No	No		Normal cells
UE6E7T-3		1331060		Unmatched	blood	mesenchymal_stem_cells				Exclude	Yes	Yes	Yes	No	No		Normal cells
KMS-12-PE		753568		Unmatched	myeloma	myeloma				Exclude	No	No	No	No	No		Matches KMS-12-BM. KMS-12-BM and KMS-12-PE derived from bone marrow and pleural effusion of same patient. KMS-12-BM in Analysis set
PEER		909261		Unmatched	leukemia	T_cell_leukemia				Exclude	No	No	No	No	No		Common ancestry BE-13. BE-13 in Analysis set
MOLT-17		1330952		Unmatched	leukemia	T_cell_leukemia				Exclude	No	No	No	No	No		DSMZ: established from the peripheral blood of a 5-year-old girl with T cell acute lymphoblastic leukemia (T-ALL) at relapse in 1984 (sister cell line MOLT-17, DSM ACC 36). MOLT-16 in Analysis set
C8166		906829		Unmatched	leukemia	T_cell_leukemia				Exclude	Yes	Yes	Yes	Yes	No		ECACC: fusion of primary umbilical cord blood cells with HTLV-1 producing line from adult T cell leukaemia lymphoma patient. 
DERL-2		1297443		Unmatched	leukemia	T_cell_leukemia				Exclude	No	No	No	No	No		Matches SW620. SW620 in Analysis set
JKT-beta-del		1327767		Unmatched	leukemia	T_cell_leukemia				Exclude	No	No	No	No	No		Derivide fro JURKAT- The JKT-beta-del cell line was isolated from the Jurkat cells {5011} by a cell sorter and lacks the surface expression of the T-cell receptor alpha/beta/CD3 complex..  JURKAT in Analysis set
MOLT-14		1330951		Unmatched	leukemia	T_cell_leukemia				Exclude	No	No	No	No	No		Matches MOLT-13. Simultaneous sister cell lines derived from the same patient sample with similar or identical features. MOLT-13 in Analysis set
Ch1		1297432		Unmatched	bone	bone_other				Exclude	No	No	No	No	No		Benign tumour
