Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22313	NRAS   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.0013888	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22314	NRAS   |  d(FANCG,PAX5)  & TGFB-UP 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22315	NRAS   |  PTEN  & PI3K_only-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.20519	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22316	d13q14.2  & TGFB-UP   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	1/0	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22317	d13q14.2  & ¬TGFB-UP   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.00068387	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22318	EP300  & ¬TGFB-UP   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22319	CREBBP   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22320	¬PTEN  & CREBBP   |  NRAS 	NA	-1/0	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22321	SMARCA4  & ¬H2O2-UP   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	1/0.019381	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22322	PTEN  & Wnt-DOWN   |  NRAS 	NA	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1 /0 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22323	CREBBP  & ¬NRAS   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22324	¬NRAS  & EP300   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22325	EP300   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22326	CREBBP   |  ¬d19p12  & NRAS 	NA	0/NaN	0/0	0/NaN	1/0.019381	0/NaN	0/NaN	0/NaN	0/0.41277	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2241	NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.030182	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2242	NRAS  & ¬TGFB-DOWN   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.030182	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2243	NRAS  & ¬TGFB-DOWN   |  BRAF  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.030182	0/NaN	1/0.29238	0/0.1243	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2244	NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.030182	0/NaN	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2245	NRAS  & ¬Wnt-DOWN   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.030182	-1 /0 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2246	NRAS  & ¬Wnt-DOWN   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.030182	0/NaN	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1 /0 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2247	NRAS  & ¬Wnt-DOWN   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.030182	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1 /0 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
Model 2248	¬KRAS  & NRAS   |  NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/0.030182	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
Model 2249	NRAS   |  NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/0.030182	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22410	NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.030182	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22411	¬CREBBP  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22412	¬CREBBP  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/0.030182	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22413	¬KRAS  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 22414	NRAS  & ¬H2O2-UP   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/0.030182	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
Model 22415	¬CREBBP  & NRAS   |  NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/0.030182	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22416	NRAS   |  BRAF  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.030182	0/NaN	1/0.29238	0/0.1243	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22417	¬d(FANCG,PAX5)  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	-1/0	0/0.030182	0/NaN	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22418	¬d(FANCG,PAX5)  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/0.030182	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22419	NRAS  & ¬NF2   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.030182	0/NaN	0/NaN	0/NaN	1/0.29238	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22420	¬KRAS  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.030182	-1/0	0/NaN	0/NaN	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22421	¬NF1  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.030182	0/NaN	-1/0	1/0.29238	0/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22422	¬KRAS  & NF2   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.030182	0/NaN	0/NaN	0/0.29238	1/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22423	BRAF  & NF2   |  ¬d(FANCG,PAX5)  & NRAS 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.030182	0/NaN	0/0.29238	1/0.1243	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22424	NF2  & ¬EP300   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.29238	1/0.2189	0/NaN	-1/0.030182	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22425	¬CREBBP  & NF2   |  ¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/0.29238	1/0.2189	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2251	¬BRAF  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.031368	-1/0	0/NaN	1/0.25967	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0 
Model 2252	NF2  & ¬TGFB-DOWN   |  NRAS  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.30387	1/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2253	NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.031368	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2254	NRAS   |  BRAF  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.031368	0/NaN	1/0.30387	0/0.17942	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 2255	NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.031368	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2256	NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.031368	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2257	¬d(FANCG,PAX5)  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	-1/0	0/0.031368	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2258	NRAS  & ¬d13q14.2   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.031368	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2259	¬d19p12  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	-1/0	0/NaN	0/0.031368	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22510	¬CREBBP  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
Model 22511	¬d19p12  & NRAS   |  NF2  & ¬EP300 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/0.031368	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22512	¬d19p12  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/0.031368	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 22513	¬d19p12  & NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.031368	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22514	¬NF1  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.031368	0/NaN	-1/0	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
Model 22515	NRAS   |  NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/0.031368	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22516	¬BRAF  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.031368	0/NaN	-1/0	0/NaN	1/0.25967	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22517	¬KRAS  & NRAS   |  ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0.031368	-1/0	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 22518	¬BRAF  & NRAS   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25967	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.031368	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 22519	NRAS  & ¬TGFB-DOWN   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22520	¬KRAS  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22521	¬d(FANCG,PAX5)  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/0.031368	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22522	NRAS  & ¬EP300   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.031368	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22523	¬CREBBP  & NRAS   |  ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/0.031368	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
Model 22524	NRAS  & ¬IL-1-UP   |  NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30387	0/0.2275	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/0.031368	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
