		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 3123	NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13027	NaN	0	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 3124	NF2  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 3125	NF2  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	0	NaN 
																					 
Model 3126	CREBBP  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 3131	NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 3132	CREBBP  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 3133	NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12657	NaN	0.092986	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 3141	NF2  | SMARCA4  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29976	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 3142	PTEN  | NF2  | EP300 	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3143	PTEN  | NF2  | SMARCA4 	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29976	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3144	PTEN  | CREBBP  | NF2 	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.046086	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3145	CREBBP  | NF2  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11035	NaN	NaN	NaN	NaN	0.1502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 3146	NF2  | EP300  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1502	NaN	0.11035	NaN	NaN	NaN	NaN	NaN	NaN	0.046086	NaN	NaN 
																					 
Model 3151	NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	0.092349	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 3152	CREBBP  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092349	NaN	NaN	NaN	NaN	0.1257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 3153	NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1257	NaN	0.092349	NaN	NaN	NaN	NaN	NaN	0.18589	NaN	NaN	NaN 
																					 
Model 4101	NF2  | SMARCA4  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0 
CV error: 0.5	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.217	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	0.16081	0.033363	NaN	NaN 
																					 
Model 4102	CREBBP  | NF2  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	NaN	0.10873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.16081	0.033363	NaN	NaN 
																					 
Model 4103	CREBBP  | KRAS  | NF2  | TGFB-UP 	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.079885	0	NaN	NaN	NaN	0.10873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 4104	KRAS  | NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.10873	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 4105	KRAS  | NF2  | EP300  | TGFB-UP 	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.10873	NaN	0.079885	NaN	NaN	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 4106	CREBBP  | NF2  | EP300  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.10873	NaN	0	NaN	NaN	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 4107	CREBBP  | NF2  | PIK3CA  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	NaN	0.10873	NaN	NaN	0	NaN	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 4108	CREBBP  | NF2  | SMARCA4  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.10873	NaN	NaN	NaN	0	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 4109	CREBBP  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	NaN	0.10873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 41010	CREBBP  | NF2  | TGFB-UP  | TGFB-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	NaN	0.10873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.16081	NaN	0	NaN 
																					 
Model 41011	NF2  | EP300  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.10873	NaN	0.079885	NaN	NaN	NaN	NaN	NaN	0.16081	0.033363	NaN	NaN 
																					 
Model 41012	NF2  | EP300  | PIK3CA  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.10873	NaN	0.079885	0	NaN	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 41013	NF2  | PIK3CA  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.217	NaN	NaN	0	0.079885	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 41014	NF2  | EP300  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.10873	NaN	0	NaN	0	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 41015	NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.10873	NaN	0.079885	NaN	NaN	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 41016	NF2  | EP300  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.10873	NaN	0.079885	NaN	NaN	NaN	NaN	NaN	0.16081	NaN	0	NaN 
																					 
Model 41017	NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.217	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	0.16081	NaN	NaN	NaN 
																					 
Model 41018	NF2  | SMARCA4  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.10873	NaN	NaN	NaN	0.079885	NaN	NaN	NaN	0.16081	NaN	0	NaN 
																					 
Model 4111	SMARCA4  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 4112	CREBBP  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 4113	EP300  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 4114	CREBBP  | EP300  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 4115	CREBBP  | PIK3CA  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.11138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 4116	CREBBP  | SMARCA4  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 4117	EP300  | PIK3CA  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11138	0	NaN	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 4118	PIK3CA  | SMARCA4  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.11138	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 4119	EP300  | SMARCA4  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	0.2242	0.046515	NaN	NaN 
																					 
Model 4121	NF2  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	0.039971	NaN	NaN 
																					 
Model 4122	CREBBP  | KRAS  | NF2  | TGFB-UP 	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 4123	KRAS  | NF2  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	0.039971	NaN	NaN 
																					 
Model 4124	KRAS  | NF2  | EP300  | TGFB-UP 	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.13027	NaN	0	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 4125	CREBBP  | NF2  | EP300  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.13027	NaN	0	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 4126	CREBBP  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 4127	CREBBP  | NF2  | TGFB-UP  | TGFB-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	0	NaN 
																					 
Model 4128	NF2  | PIK3CA  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	0	NaN	NaN	NaN	NaN	0.19266	0.039971	NaN	NaN 
																					 
Model 4129	NF2  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 41210	NF2  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	0	NaN 
																					 
Model 41211	NF2  | TGFB-UP  | PI3K_only-DOWN  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	0.039971	0	NaN 
																					 
Model 41212	NF2  | EP300  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13027	NaN	0	NaN	NaN	NaN	NaN	NaN	0.19266	0.039971	NaN	NaN 
																					 
Model 41213	NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13027	NaN	0	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 41214	NF2  | EP300  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13027	NaN	0	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	0	NaN 
																					 
Model 41215	KRAS  | NF2  | TGFB-UP 	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	NaN	NaN 
																					 
Model 41216	KRAS  | NF2  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	NaN	0	NaN 
																					 
Model 41217	CREBBP  | NF2  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.13027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19266	0.039971	NaN	NaN 
																					 
Model 4131	NF2  | SMARCA4  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	0.18718	0.038835	NaN	NaN 
																					 
Model 4132	CREBBP  | NRAS  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	0.038835	0.12657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 4133	CREBBP  | NF2  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	0.038835	NaN	NaN 
																					 
Model 4134	CREBBP  | KRAS  | NF2  | TGFB-UP 	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	0	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 4135	NRAS  | NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.038835	0.25259	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 4136	NF2  | EP300  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12657	NaN	0.092986	NaN	NaN	NaN	NaN	NaN	0.18718	0.038835	NaN	NaN 
																					 
Model 4137	NF2  | EP300  | PIK3CA  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12657	NaN	0.092986	0	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 4138	NF2  | EP300  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12657	NaN	0	NaN	0	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 4139	NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12657	NaN	0.092986	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41310	NF2  | EP300  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12657	NaN	0.092986	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	0	NaN 
																					 
Model 41311	KRAS  | NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41312	KRAS  | NF2  | EP300  | TGFB-UP 	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.12657	NaN	0.092986	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41313	NRAS  | NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.038835	0.12657	NaN	0.092986	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41314	CREBBP  | NF2  | EP300  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.12657	NaN	0	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41315	CREBBP  | NF2  | PIK3CA  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	0	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41316	CREBBP  | NF2  | SMARCA4  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	0	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41317	CREBBP  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41318	CREBBP  | NF2  | TGFB-UP  | TGFB-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18718	NaN	0	NaN 
																					 
Model 41319	NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25259	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	0.18718	NaN	NaN	NaN 
																					 
Model 41320	NF2  | SMARCA4  | TGFB-UP  | TGFB-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12657	NaN	NaN	NaN	0.092986	NaN	NaN	NaN	0.18718	NaN	0	NaN 
																					 
